date,published_time,post_created_time,produced_by,permalink_url,title,message,primary_category_l0,primary_category,(Undefined)Suggestion for Change in Primary,Primary Category  Suggestion Explaination,Primary_Category_1,Secondary Category,Secondary Category Suggestion 3 or less and comma sep,Secondary Category Suggestion Explaination,Secondary_Category_1,Secondary_Category_1_revisited,video_type,video_type suggestion,Video_Type_1,voice_first_3_seconds,visual_first_3_seconds,visual_first_3_seconds_Other,background_music_type_first_3_seconds,Background Music In Beginning ,Video Format ,Video Length,thumbnail,thumbnail_Sentiment,thumbnail_famous_personality_name,thumbnail_famous_personality_profession,Tags
2019-06-07 , 14:30:15,2019-06-07 14:30:1559917800,HR,https://www.facebook.com/1954072204870360/posts/2361924947418415/,Karnataka's Prayers For Rain: A State Of Contradiction,Karnataka govt ने बारिश के लिए दिए पूजा के आदेश,Government,Government,,,Government,Daily NEWJ*,,,"Environment, Policies/Norms/Rules, ","Religion, Policies/Norms/Rules ",Shocking/Surprising,,Shocking/Surprising,other,commoner (np),,relevant,,,,Commoner,Neutral ,,,no tags
2019-06-07 , 13:30:15,2019-06-07 13:30:1559914200,DV,https://www.facebook.com/1954072204870360/posts/2361771860767057/,Rajyavardhan Rathore Gives A Shooting Tutorial To Youngsters,Rajyavardhan Rathore सिखा रहे हैं अपने fans को shooting,Sports & Games,Sports & Games,,,Sports & Games,People,,,"Rifle Shooting, Famous Personality","Other Sports, Famous Personality",Informative,,"Viral, Informative",text only (to),famous personality (fp),,relevant,,,,Famous Personality,Happy ,Rajyavardhan Rathore,Sport,no tags
2019-06-07 , 10:30:15,2019-06-07 10:30:1559903400,VA,https://www.facebook.com/1954072204870360/posts/2361819174095659/,IAF Signs Deal To Buy More 'Balakot Bombs',India ने Israel के साथ sign की ₹300 crore की defence deal,Garv,Business & Money,,,Forces,Police-Army,,,Ammunition,"Air Force, News",Informative,,Informative,text only (to),other,Bomb,relevant,,,,Object,Neutral ,,,no tags
2019-06-07 , 11:36:15,2019-06-07 11:36:1559907380,PV,https://www.facebook.com/1954072204870360/posts/2361858754091701/,#StandUpForYourself : A Goan Artist's Encounter,Women safety पर Durga Gawde का video viral,Social Work,Crime,,,Judiciary & Crime,Viral,,,Violence,Crime,Shocking/Surprising,,"Shocking/Surprising, Viral", common voice (optv),commoner (np),,relevant,,,,Commoner,Action,,,no tags
2019-06-09 , 03:30:15,2019-06-09 03:30:1560051000,SA,https://www.facebook.com/1954072204870360/posts/2361781884099388/,India vs Australia,क्या Australia को हरा कर 2015 का हिसाब चुकता करेगी Team India?,Sports & Games,Sports & Games,Sports & Games,Sports & Games,Sports & Games,Event,,,Cricket,Cricket,Informative,,"Event, Informative",text only (to),famous personality (fp),,neutral,,,,Famous Personality,Action,Indian cricket team,Sport,no tags
2019-06-06 , 11:30:15,2019-06-06 11:30:1559820601,AK,https://www.facebook.com/1954072204870360/posts/2361011500843093/,"Chhetri Sets An All Time Record, Overtakes Bhutiya",सबसे ज्यादा international appearance वाले Indian football के star player हैं Sunil Chhetri,Sports & Games,Sports & Games,Sports & Games,Sports & Games,Sports & Games,People,,,"Football, Famous Personality, Award/Achievement","Football, Famous Personality, Award/Achievement",Informative,,"Inspiring, Informative", common voice (optv),other,Team,relevant,,,,Famous Personality,Anger,Sunil Chhetri,Sport,no tags
2019-06-09 , 07:30:15,2019-06-09 07:30:1560065400,PV,https://www.facebook.com/1954072204870360/posts/2361902704087306/,First Village With Completely Solar Powered Kitchens,India का पहला fully solar powered village है MP का Bancha,Lifestyle,Environment,,,Technology & Innovations,Lifestyle,,,"Innovation, Conservation","Conservation, Science",Informative,,"Inspiring, Informative",other,other,Nature,relevant,,,,Commoner,Action,,,no tags
2019-06-06 , 13:30:15,2019-06-06 13:30:1559827801,DV,https://www.facebook.com/1954072204870360/posts/2360990937511816/,"Nicolas Mahut Loses Game, Wins Hearts",Nicolas Mahut ने tennis match हार कर भी जीते लाखों दिल,Sports & Games,Sports & Games,Sports & Games,Sports & Games,Sports & Games,People,,,"Tennis, Famous Personality","Tennis, Famous Personality",Trending,,"Trending, Emotional",text only (to),famous personality (fp),,relevant,,,,Famous Personality,Sad,Nicolas Mahut,Sport,no tags
2019-06-08 , 02:30:15,2019-06-08 02:30:1559961000,VA,https://www.facebook.com/1954072204870360/posts/2361733907437519/,1st Air India Flight From India To UK,8th June 1948 को उड़ी थी Air India की पहली international flight,Travel,Travel,,,Global News,History,,,"History, Tourism","History, Tourism",Day-specific,,"Day-specific, Event",text only (to),other,Airplane,relevant,,,,Commoner,Happy ,,,no tags
2019-06-10 , 03:30:15,2019-06-10 03:30:1560137400,DV,https://www.facebook.com/1954072204870360/posts/2361937114083865/,India's Magnetic Man,Arun Raikwar कैसे बने India का Magnetic Man?,Undefined,Undefined,,,Lifestyle,Viral,,,"X-Factor, Person Specific","Person Specific, Health",Shocking/Surprising,,"Shocking/Surprising, Viral",text only (to),commoner (np),,loud,,,,Commoner,Anger,,,no tags
2019-06-07 , 03:30:15,2019-06-07 03:30:1559878200,PV,https://www.facebook.com/1954072204870360/posts/2361086457502264/,Assam's Wildlife Protector - Binod Borah,जंगल को शिकारियों से बचाते हैं Binod Borah,Animals ,Animals,,,Environment/Ecosystem,Economy,,,"Ecosystem,  Conservation, Animals","Conservation, Animals",Informative,,"Inspiring, Informative",other,commoner (np),,relevant,,,,Commoner,Happy ,,,no tags
2019-06-06 , 07:30:15,2019-06-06 07:30:1559806200,DV,https://www.facebook.com/1954072204870360/posts/2360891137521796/,Bunkers For Schools Near LoC,Jammu and Kashmir के schools में bunkers बनने के बाद बढ़ी बच्चों की संख्या,Social Work,Education,,,Education,Daily NEWJ*,,,"Educational Institute, News","Crisis, News",Informative,Informative,Informative,text only (to),other,Building/ Factory,relevant,,,,Commoner,Action,,,no tags
2019-06-10 , 06:30:15,2019-06-10 06:30:1560148200,VA,https://www.facebook.com/1954072204870360/posts/2364118520532391/,Vivhan Rekhi: Boy With A Golden Heart,"15 साल के Vivhan ने crowdfunding के जरिए इकट्ठे किए ₹12.5 lakh, old age home को मिली help",Social Work,Social Work,,,Lifestyle,Lifestyle,,,Social Work,Social Work,Inspiring,,Inspiring,text only (to),commoner (np),,relevant,,,,Commoner,Happy ,,,no tags
2019-09-08 , 16:05:15,2019-09-08 16:05:1567958700,HR,https://www.facebook.com/1954072204870360/posts/2432636800347229/,Women Of This Village Are Making A Livelihood Out Of Organic Farming,कैसे बढ़ रही है इस इलाके में महिलाओं की कमाई?,Lifestyle,Lifestyle,,,Lifestyle,Economy,,,"Economy/Economic,  Agriculture",Economy/Economic,Informative,,"Inspiring, Informative",text only (to),commoner (np),,relevant,,,,Commoner,Action,,,"POrganic farming, backyard farming, India, pesticides, vegan, Madhya Pradesh, Chhindwara, laxmi Ghagre"
2019-06-06 , 03:30:15,2019-06-06 03:30:1559791800,SA,https://www.facebook.com/1954072204870360/posts/2360282167582693/,Nipah Virus Outbreak In Kerala,"Kerala में फैल रहा है Nipah Virus, student की हालत अब stable",Health & Fitness,Health,,,Lifestyle,Daily NEWJ*,,,"Health, News","Health, News",Shocking/Surprising,,Shocking/Surprising,other,other,Object,relevant,,,,Object,Neutral ,,,no tags
2019-06-06 , 05:30:15,2019-06-06 05:30:1559799000,DV,https://www.facebook.com/1954072204870360/posts/2360846277526282/,World’s First Touch Enabled T-Shirt,अपने smartphone से control कर सकते हैं इस t-shirt को,Science & Tech,Science & Tech*,,,Technology & Innovations,Daily NEWJ*,,,"Science, Invention",Science,Informative,Informative,Informative,text only (to),commoner (np),,relevant,,,,Commoner,Action,,,no tags
2019-06-10 , 04:32:15,2019-06-10 04:32:1560141135,DK,https://www.facebook.com/1954072204870360/posts/2361933117417598/,The Myth Of Bata's Indian Origin,"India का brand नहीं है Bata, देखें पूरी history",Undefined,Business & Money,,,Business,History,,,"Facts, History","Facts, History",Informative,,Informative,other,commoner (np),,low,,,,Object,Neutral ,,,no tags
2019-06-07 , 02:30:15,2019-06-07 02:30:1559874600,AK,https://www.facebook.com/1954072204870360/posts/2361082434169333/,The First Cricket World Cup Began Today in 1975,7 June 1975 को खेला गया था World Cup history का पहला match,Sports & Games,Sports & Games,,,Sports & Games,History,,,"Anniversary, Cricket",Cricket,Day-specific,,Day-specific, common voice (optv),commoner (np),,low,,,,Commoner,Action,,,no tags
2019-06-05 , 11:30:15,2019-06-05 11:30:1559734200,VA,https://www.facebook.com/1954072204870360/posts/2360160250928218/,Mumbai's Traffic Flow Rated Worst In the World,सपनों का शहर Mumbai है दुनिया के सबसे खराब traffic की list में top पर,Undefined,Undefined,,,Global News,Daily NEWJ*,,,"News, Crisis","Crisis, Facts",Informative,,Concerning,other,Crowd,,relevant,,,,Crowd,Action,,,no tags
2019-06-08 , 08:30:15,2019-06-08 08:30:1559982600,HR,https://www.facebook.com/1954072204870360/posts/2361765297434380/,Chennai Gets An Ambulance For Trees,Chennai में चलाई गई ये tree ambulance,Environment,Environment,,,Environment/Ecosystem,Economy,,,"Ecosystem, Facilities",Conservation,Informative,,Informative,text only (to),other,Nature,relevant,,,,Object,Neutral ,,,no tags
2019-06-05 , 14:30:15,2019-06-05 14:30:1559745000,PV,https://www.facebook.com/1954072204870360/posts/2360290200915223/,Panic Buttons To Be Installed In Agra For People’s Safety,Tourist Safety के लिए Agra में लगाए जाएंगे 'Panic Buttons',Science & Tech,Travel,,,Lifestyle,Lifestyle,,,"Tourism, Facilities",Tourism,Informative,,Informative,other,Crowd,,relevant,,,,Heritage,Neutral ,,,no tags
2019-06-05 , 13:30:15,2019-06-05 13:30:1559741401,AK,https://www.facebook.com/1954072204870360/posts/2360205380923705/,India's First 'Village of Books',Maharashtra के इस गांव को कहा जाता है 'Village of Books',Education,Undefined,,,Places,Education,,,"Social Work, Facilities",Social Work,Informative,,Informative,text only (to),other,Nature,relevant,,,,Object,Neutral ,,,no tags
2019-06-06 , 02:30:15,2019-06-06 02:30:1559788200,DV,https://www.facebook.com/1954072204870360/posts/2360222800921963/,Tamil Was Established As Classical Language On 6th June by Dr. A. P. J. Abdul Kalam,आज के दिन Dr APJ Abdul Kalam ने उठाई थी Tamil को classical language बनाने की आवाज,Culture,Undefined,,,Government,History,,,"History, Laws","History, Judicial, Policies/Norms/Rules",Day-specific,,"Informative, Day-specific",text only (to),famous personality (fp),,relevant,,,,Commoner,Action,,,no tags
2019-06-10 , 05:30:15,2019-06-10 05:30:1560144600,HR,https://www.facebook.com/1954072204870360/posts/2364117550532488/,Goa Is Creating A Safer World For Goa's Dolphins,Pollution की वजह से dolphins हो सकती हैं extinct,Animals ,Environment,,,Environment/Ecosystem,Animals,,,"Awareness, Pollution","Awareness, Crisis",Informative,,"Inspiring, Informative",text only (to),commoner (np),,relevant,,,,"Nature, Animal",Action,,,no tags
2019-06-05 , 12:30:15,2019-06-05 12:30:1559737800,PV,https://www.facebook.com/1954072204870360/posts/2360109484266628/,This Little Kid Is A Huge Follower Of #SwachhBharatAbhiyan,इनसे मिलिए ये हैं  #SwachhBharatAbhiyan का नन्हा सिपाही,Environment,Environment,,,Environment/Ecosystem,People,,,"Awareness, Pollution, Person Specific","Awareness, Crisis, Person Specific",Trending,,Trending,text only (to),commoner (np),,neutral,,,,Commoner,Action,,,not editable
2019-06-08 , 07:30:15,2019-06-08 07:30:1559979000,SA,https://www.facebook.com/1954072204870360/posts/2361027694174807/,These Indian School Pupils Are Taught To Be Ambidextrous,इस school में दोनों हाथों से लिखने का art सिखाया जाता है,Education,Education,,,Education,Place,,,Creative Skill,X-Factor,Informative,,Informative,text only (to),commoner (np),,relevant,,,,Commoner,Action,,,no tags
2019-06-04 , 14:45:15,2019-06-04 14:45:1559659542,HR,https://www.facebook.com/1954072204870360/posts/2359538030990440/,SP-BSP Mahagathbandhan To Break Up,"Loksabha Elections में हार, महागठबंधन में आई दरार - बुआ-भतीजे की टूटी जोड़ी, टूटा alliance",Politics,Politics*,,,Politics,Daily NEWJ*,,,News,News,Informative,,Informative,text only (to),famous personality (fp),,low,,,,Famous Personality,Happy ,"Akhilesh Yadav, Matawati",Politics,no tags
2019-06-09 , 05:30:15,2019-06-09 05:30:1560058201,SG,https://www.facebook.com/1954072204870360/posts/2361916677419242/,What Happens When It Rains During Matches,"ऐसे लगता है Cricket में DLS method, समझिए पूरा हिसाब-किताब",Sports & Games,Sports & Games,,,Sports & Games,Sports & Games,,,Cricket,Cricket,Explainers,,Explainers,voice over (vo),other,Nature,low,,,,Nature,Fear,,,no tags
2019-06-06 , 12:30:15,2019-06-06 12:30:1559824200,HR,https://www.facebook.com/1954072204870360/posts/2360877940856449/,10 Indian Cities Ranked In The 15 Hottest Places On Earth,India के 10 शहर हुए दुनिया के 15 सबसे hottest places में शामिल,Environment,Environment,,,Environment/Ecosystem,Daily NEWJ*,,,"News, Facts","News, Facts",Informative,,Informative,text only (to),commoner (np),,low,,,,Commoner,Neutral ,,,no tags
2019-06-05 , 04:30:15,2019-06-05 04:30:1559709000,PV,https://www.facebook.com/1954072204870360/posts/2359323274345249/,The Water Crisis In Jodhpur Village Reaches Alarming Rate,Jodhpur के Jajival Village में 3 pipelines dry होने की वजह से हुई पानी की किल्लत,Environment,Environment,,,Environment/Ecosystem,Daily NEWJ*,,,Calamity,Crisis,Shocking/Surprising,,Shocking/Surprising,other,commoner (np),,relevant,,,,Commoner,Action,,,no tags
2019-06-05 , 05:30:15,2019-06-05 05:30:1559712600,DV,https://www.facebook.com/1954072204870360/posts/2359467590997484/,Army To Start Bakery Plant In J&K's Poonch With NGO Collaboration,Army और NGO की मदद से bakery items बनाना सीख रही हैं Kashmiri महिलाएं,Lifestyle,Business & Money,,,Business,Police-Army,,,"Empowerment, Small Business, Army","Army, News",Informative,,Inspiring,text only (to),other,Army,relevant,,,,Commoner,Action,,,no tags
2019-06-09 , 11:30:15,2019-06-09 11:30:1560079801,SA,https://www.facebook.com/1954072204870360/posts/2361784660765777/,Moradabad Students Invent Sandal-Drone For Women Security,Women safety के लिए UP के students ने बनाया sandal-drone,Science & Tech,Science & Tech*,,,Technology & Innovations,People,,,"Invention, Person Specific",Person Specific,Informative,,Informative,other,other,Object,relevant,,,,Object,Neutral ,,,no tags
2019-06-04 , 10:30:15,2019-06-04 10:30:1559644200,VA,https://www.facebook.com/1954072204870360/posts/2359337037677206/,Journey Of India’s LGBTQ Communities,4th June 1969 को LGBTQ community ने पहली बार उठाई थी अपने हक की आवाज,Lifestyle,Lifestyle,,,Lifestyle,Lifestyle,,,LGBTQ,LGBTQ,Day-specific,,"Day-specific, Informative",text only (to),commoner (np),,low,,,,Commoner,Happy ,,,no tags
2019-06-08 , 04:30:15,2019-06-08 04:30:1559968201,AK,https://www.facebook.com/1954072204870360/posts/2361025330841710/,Meet World's Fastest Reverse Skater From Gwalior,Prayatna Sharma ice skating में India के लिए जीतना चाहते हैं Olympic gold medal,Sports & Games,Sports & Games,,,Sports & Games,People,,,"Ice Skating, Famous Personality","Other Sports, Famous Personality",Informative,,"Inspiring, Informative",text only (to),commoner (np),,relevant,,,,Commoner,Action,,,no tags
2019-06-04 , 07:30:15,2019-06-04 07:30:1559633400,AK,https://www.facebook.com/1954072204870360/posts/2359235664354010/,18 Specially Abled Couples Tie Knot In Mass Wedding,Vadodara में organise की गई दिव्यांगों की mass wedding,Culture,Lifestyle,,,Lifestyle,Culture,,,"Culture, Differently Abled","Culture, News",Informative,,Inspiring,text only (to),commoner (np),,relevant,,,,Commoner,Happy ,,,no tags
2019-06-04 , 13:30:15,2019-06-04 13:30:1559655001,DV,https://www.facebook.com/1954072204870360/posts/2359367534340823/,Rajasthan Doctor Mercilessly Beats Up A Patient In The Hospital,Jaipur के govt hospital में doctor ने patient को पीटा,Crime,Crime,,,Judiciary & Crime,Viral,,,Violence,Crime,Shocking/Surprising,,"Shocking/Surprising, Controversial",text only (to),commoner (np),,neutral,,,,Commoner,Anger,,,no tags
2019-06-11 , 04:30:15,2019-06-11 04:30:1560227400,SG,https://www.facebook.com/1954072204870360/posts/2364370167173893/,The Story Of Kanishka Bombings,कैसे Operation Blue Star का बदला लेने के लिए की गई थी Kanishka Bombings,X Do not use History,Crime,,,Judiciary & Crime,History,,,"Crime, History","Crime, History",Shocking/Surprising,,"Shocking/Surprising, Informative,Event",text only (to),other,Text,low,,,,Commoner,Anger,,,not editable
2019-06-04 , 04:30:15,2019-06-04 04:30:1559622600,SA,https://www.facebook.com/1954072204870360/posts/2358698341074409/,Anger In South Over Draft Policy’s Hindi Initiative,Tamil Nadu में Modi govt पर लगा Hindi थोपने का आरोप,Politics,Government,,,Government,Daily NEWJ*,,,"Policies/Norms/Rules, News","Policies/Norms/Rules, News",Controversial,,Controversial, voice of famous personality (fpv),famous personality (fp),,no music,,,,Commoner,Action,,,no tags
2019-06-04 , 11:30:15,2019-06-04 11:30:1559647800,AK,https://www.facebook.com/1954072204870360/posts/2359246987686211/,A Brief Look At India vs South Africa Match History,World Cup 2019 में India का पहला मुकाबला होगा South Africa के साथ,Sports & Games,Sports & Games,,,Sports & Games,History,,,Cricket,"Cricket, History",Informative,,"Informative, Compilation",other,famous personality (fp),,neutral,,,,Famous Personality,Action,Indian Cricket team,Sport,no tags
2019-06-04 , 05:30:15,2019-06-04 05:30:1559626200,VA,https://www.facebook.com/1954072204870360/posts/2359182587692651/,Free Travel For Women In Delhi Buses,"क्या वाकई में AAP govt दे पाएगी ladies को free buses की सुविधा, या फिर free wifi जैसा जुमला साबित होगी ये announcement",Politics,Government,,,Government,Daily NEWJ*,,,"Policies/Norms/Rules, News","Policies/Norms/Rules, News",Informative,,Informative,text only (to),other,Train,low,,,,Famous Personality,Anger,Arvind kejriwal,Politics,no tags
2019-06-03 , 12:44:15,2019-06-03 12:44:1559565841,AK,https://www.facebook.com/1954072204870360/posts/2358648204412756/,S Jaishankar in First Tweet As External Affairs Minister,S Jaishankar ने अपने पहले tweet में कहा था कि Sushma Swaraj की तरह करेंगे काम,Politics,Government,,,Government,People,,,Famous Personality,Famous Personality,Informative,,Informative,text only (to),other,Sansad,low,,,,Famous Personality,Neutral ,S Jaishankar,Politics,no tags
2019-06-03 , 14:30:15,2019-06-03 14:30:1559572201,HR,https://www.facebook.com/1954072204870360/posts/2358683581075885/,Two Terrorists Killed In J&K's Shopian Encounter,"Jammu and Kashmir में Indian Army ने मार गिराए दो आतंकी, Kulgam में internet सेवाएं suspend",X Do not use Armed Forces,Police-Army,,,Forces,Daily NEWJ*,,,"Army, Encounter, News","Army, News",Informative,,Informative,text only (to),other,Car,low,,,,Other,Action,,,no tags
2019-06-04 , 06:30:15,2019-06-04 06:30:1559629800,PV,https://www.facebook.com/1954072204870360/posts/2359223157688594/,Manipur Man Invents Fish Dryer Cooking Stove,Manipur के Maibam Deben Singh को fish cooking की machine बनाने के लिए National Innovative Foundation ने किया सम्मानित,Science & Tech,Science & Tech*,,,Technology & Innovations,People,,,"Invention, Person Specific","Food, Person Specific",Informative,,Informative,other,commoner (np),,low,,,,Commoner,Action,,,no tags
2019-06-03 , 11:31:15,2019-06-03 11:31:1559561460,DK,https://www.facebook.com/1954072204870360/posts/2358602971083946/,Today is 96th Birth Anniversary Of M Karunanidhi,M Karunanidhi का Tamil Film Industry से CM तक का सफर,X Do not use History,Politics*,,,Politics,People,,,"Anniversary, Famous Personality",Famous Personality,Day-specific,,"Day-specific, Profile",text only (to),famous personality (fp),,low,,,,Famous Personality,Action,M Karunanidhi,Politics,no tags
2019-06-08 , 03:30:15,2019-06-08 03:30:1559964600,DV,https://www.facebook.com/1954072204870360/posts/2361020287508881/,19-Year-Old Invents Driverless Tractor!,19 साल के लड़के ने invent किया driverless tractor,Science & Tech,Science & Tech*,,,Technology & Innovations,People,,,"Invention, Person Specific",Person Specific,Informative,,Informative,text only (to),other,Object,low,,,,Object,Neutral ,,,not editable
2019-06-03 , 07:30:15,2019-06-03 07:30:1559547000,AK,https://www.facebook.com/1954072204870360/posts/2358469121097331/,North India On Severe Heat Wave Alert,देखिए India में गर्म हवाओं के चलते कहां कहां बढ़ी मिट्टी के मटकों की मांग,Environment,Environment,,,Environment/Ecosystem,Daily NEWJ*,,,"Calamity, News","Crisis, News",Informative,,Informative,text only (to),other,Nature,low,,,,Nature,Neutral ,,,no tags
2019-06-03 , 10:46:15,2019-06-03 10:46:1559558789,VA,https://www.facebook.com/1954072204870360/posts/2358581027752807/,The Bangalore Home Built Entirely Out Of Trash,Bangalore में कचरे से बनाया गया है ये आलिशान villa,Lifestyle,Lifestyle,,,Technology & Innovations,Environment,,,"Waste Management, Innovation",Conservation,Shocking/Surprising,,Shocking/Surprising,text only (to),other,Building/ Factory,relevant,,,,Commoner,Neutral ,,,no tags
2019-06-04 , 03:30:15,2019-06-04 03:30:1559619000,HR,https://www.facebook.com/1954072204870360/posts/2358719367738973/,International Day Of Innocent Children Victims Of Aggression,International Day of Innocent Children Victims of Aggression को मनाने की ये है वजह,Education,Undefined,,,Judiciary & Crime,Daily NEWJ*,,,Crime,"Facts, Crime",Day-specific,,Day-specific,other,commoner (np),,relevant,,,,Commoner,Sad,,,no tags
2019-06-03 , 02:30:15,2019-06-03 02:30:1559529000,HR,https://www.facebook.com/1954072204870360/posts/2357075207903389/,Rajkot Runs ‘Roti Bank’ To Fight Hunger,Rajkot का Roti Bank मिटाता है गरीबों की भूख,Food,Social Work,,,Lifestyle,Lifestyle,,,"Social Work, Food","Social Work, Food",Inspiring,,"Inspiring, Informative",other,other,Object,relevant,,,,Object,Neutral ,,,not editable
2019-06-01 , 13:29:15,2019-06-01 13:29:1559395783,DK,https://www.facebook.com/1954072204870360/posts/2357050124572564/,Day 1 Of PM Modi's New Government Decisions,Modi सरकार 2.0 ने पहली cabinet meeting में दिया किसानों और जवानों को तोहफा,Politics,Government,,,Government,Daily NEWJ*,,,"Policies/Norms/Rules, News","Policies/Norms/Rules, News",Informative,,Informative,text only (to),famous personality (fp),,low,,,,Famous Personality,Action,Narendra Modi,Politics,no tags
2019-06-02 , 03:30:15,2019-06-02 03:30:1559446200,VA,https://www.facebook.com/1954072204870360/posts/2357069477903962/,The Man Who Turned His House Into A Heritage Museum,D Hemachandra Rao ने बनाया अपने घर को heritage museum,Travel,Travel,,,Lifestyle,People,,,"Tourism, Person Specific","Tourism, Person Specific",Informative,,Informative,text only (to),commoner (np),,relevant,,,,Commoner,Happy ,,,no tags
2019-06-03 , 05:30:15,2019-06-03 05:30:1559539800,AK,https://www.facebook.com/1954072204870360/posts/2357079147902995/,Huge Swarm of Grasshoppers Invades India,Rajasthan में कैसे आया grasshoppers का झुंड,Animals ,Animals,,,Environment/Ecosystem,Daily NEWJ*,,,"Animals, News","Animals, News",Informative,,Informative,text only (to),other,"Nature, Animal",low,,,,"Nature, Animal",Action,,,no tags
2019-06-01 , 08:40:15,2019-06-01 08:40:1559378415,RG,https://www.facebook.com/1954072204870360/posts/2356883464589230/,Class 12 Topper Travelled 40km Daily To Reach School,Uttarakhand board में 98% लाने वाली ये लड़की रोज 40km का सफर तय कर के जाती थी school,Education,Education,,,Education,People,,,"Person Specific, Educational Institute, Crisis","Person Specific, Crisis",Informative,,Concerning, common voice (optv),commoner (np),,low,,,,Commoner,Happy ,,,not editable
2019-06-02 , 07:30:15,2019-06-02 07:30:1559460600,SA,https://www.facebook.com/1954072204870360/posts/2357072831236960/,"Surat: After Backlash, Fire Brigade Gets Upgraded Trucks",पहले Gujarat में आ जाता ये fire truck तो बच सकती थी कई बच्चों की जान,X Do not use Shocking Visuals,Government,,,Government,Daily NEWJ*,,,"Facilities, News ",News ,Shocking/Surprising,,Shocking/Surprising, common voice (optv),commoner (np),,no music,,,,Building/ Factory,"Fear, Action",,,no tags
2019-06-01 , 10:30:15,2019-06-01 10:30:1559385000,AK,https://www.facebook.com/1954072204870360/posts/2356931601251083/,25th GCM Football Tournament Begins,Tibetan Community के football tournament GCM के पूरे हुए 25 साल,Sports & Games,Sports & Games,,,Sports & Games,Event,,,Football,"Football, News",Informative,,"Informative, Day-specific",text only (to),commoner (np),,relevant,,,,Commoner,Action,,,no tags
2019-06-01 , 11:43:15,2019-06-01 11:43:1559389398,HR,https://www.facebook.com/1954072204870360/posts/2356979051246338/,Hemkund Sahib To Reopen After Winter Break,आज से खुले सिखों के पवित्र धर्म स्थल Hemkund Sahib के द्वार,Dharohar,Dharohar*,,,Lifestyle,Lifestyle,,,"Religion, Religious Place",Religion,Informative,,Informative,text only (to),other,Nature,relevant,,,,Nature,Neutral ,,,no tags
2019-06-01 , 14:30:15,2019-06-01 14:30:1559399400,SA,https://www.facebook.com/1954072204870360/posts/2357075784569998/,India's World Cup History,जानिए World Cup में Indian cricket team का इतिहास,Sports & Games,Sports & Games,,,Sports & Games,History,,,"Cricket, History","Cricket, History",Informative,,Informative, voice of famous personality (fpv),famous personality (fp),,relevant,,,,Famous Personality,Happy ,Indian Cricket team,Sport,not editable
2019-06-01 , 07:30:15,2019-06-01 07:30:1559374200,RG,https://www.facebook.com/1954072204870360/posts/2356844911259752/,"Road Made Of 9,700 Tonnes of Plastic Waste In Kerala","Kerala में 9,700 tonnes plastic को use करके बनाई 246km लंबी road",Environment,Environment,,,Technology & Innovations,Environment,,,"Waste Management, Innovation",Conservation,Informative,,Informative,other,other,Garbage,relevant,,,,Commoner,Action,,,not editable
2019-05-31 , 14:30:15,2019-05-31 14:30:1559313000,SG,https://www.facebook.com/1954072204870360/posts/2356251007985809/,"Karnataka Man Grows Superfood In Backyard, Helps Fight Malnutrition",Karnataka के Mahesh ने Spirulina की मदद से 1.5 lakh ज्यादा बच्चों को कुपोषण से बाहर निकाला,Food,Social Work,,,Lifestyle,Lifestyle,,,"Social Work, Food, Innovation","Social Work, Health, Food",Inspiring,,"Inspiring, Informative",text only (to),commoner (np),,relevant,,,,Commoner,Action,,,no tags
2019-06-05 , 03:30:15,2019-06-05 03:30:1559705400,RG,https://www.facebook.com/1954072204870360/posts/2359300154347561/,World Environment Day,5th June को होता है World Environment Day,Animals ,Environment,,,Environment/Ecosystem,Economy,,,Ecosystem,Facts,Day-specific,,Day-specific,text only (to),other,Nature,relevant,,,,Building/ Factory,Action,,,no tags
2019-06-02 , 04:30:15,2019-06-02 04:30:1559449802,SG,https://www.facebook.com/1954072204870360/posts/2357051567905753/,Today Is Showman Raj Kapoor's Death Anniversary,Bollywood showman Raj kapoor ने आज ही के दिन दुनिया को कहा था अलविदा,X Do not use History,Filmy*,,,Entertainment,People,,,"Bollywood, Famous Personality, Anniversary","Bollywood, Famous Personality",Day-specific,,"Day-specific, Profile", voice of famous personality (fpv),famous personality (fp),,no music,,,,Famous Personality,Sad,Raj kapoor,film,not editable
2019-06-02 , 02:30:15,2019-06-02 02:30:1559442600,DK,https://www.facebook.com/1954072204870360/posts/2357065747904335/,2nd June: Telangana Became The 29th State of India,Andhra Pradesh से अलग होकर 2nd June 2014 को India का 29th state बना था Telangana,X Do not use History,Government,,,Government,History,,,Policies/Norms/Rules,Policies/Norms/Rules,Day-specific,,"Informative, Day-specific",text only (to),other,Map,relevant,,,,Commoner,Happy ,,,no tags
2019-05-31 , 13:30:15,2019-05-31 13:30:1559309400,AK,https://www.facebook.com/1954072204870360/posts/2356245274653049/,IRCTC ‘Slams’ Man Who Complained About Porn Ads on Its App,Obscene ads की complain पर IRCTC का जवाब हुआ social media पर viral,Food,Government,,,Government,Viral,,,"Railways, News", News,Informative,,"General, Viral",text only (to),other,Train engine,relevant,,,,Object,Neutral ,,,no tags
